Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Montrose Beach,06/11/2014 05:00:00 AM,15.3,23.97,1.576,0.455,5,11.2,06/11/2014 5:00 AM,MontroseBeach201406110500
Ohio Street Beach,06/11/2014 05:00:00 AM,15.4,6.31,1.625,0.28,4,11.6,06/11/2014 5:00 AM,OhioStreetBeach201406110500
Calumet Beach,06/11/2014 06:00:00 AM,17.5,2.39,1.392,0.171,4,11.1,06/11/2014 6:00 AM,CalumetBeach201406110600
Montrose Beach,06/11/2014 06:00:00 AM,15.2,24.57,1.545,0.406,4,11.3,06/11/2014 6:00 AM,MontroseBeach201406110600
Ohio Street Beach,06/11/2014 06:00:00 AM,15.4,7.16,1.601,0.254,4,11.6,06/11/2014 6:00 AM,OhioStreetBeach201406110600
Calumet Beach,06/11/2014 07:00:00 AM,17.4,2.62,1.384,0.156,4,11.1,06/11/2014 7:00 AM,CalumetBeach201406110700
Montrose Beach,06/11/2014 07:00:00 AM,15.2,23.78,1.549,0.385,5,11.3,06/11/2014 7:00 AM,MontroseBeach201406110700
Ohio Street Beach,06/11/2014 07:00:00 AM,15.5,5.61,1.598,0.257,5,11.6,06/11/2014 7:00 AM,OhioStreetBeach201406110700
Calumet Beach,06/11/2014 08:00:00 AM,17.4,2.74,1.387,0.161,4,11.1,06/11/2014 8:00 AM,CalumetBeach201406110800
Montrose Beach,06/11/2014 08:00:00 AM,15.2,21.88,1.542,0.394,5,11.3,06/11/2014 8:00 AM,MontroseBeach201406110800
Ohio Street Beach,06/11/2014 08:00:00 AM,15.6,5.67,1.594,0.22,4,11.6,06/11/2014 8:00 AM,OhioStreetBeach201406110800
Calumet Beach,06/11/2014 09:00:00 AM,17.3,2.71,1.449,0.154,4,11.1,06/11/2014 9:00 AM,CalumetBeach201406110900
Montrose Beach,06/11/2014 09:00:00 AM,15.3,18.94,1.575,0.36,4,11.3,06/11/2014 9:00 AM,MontroseBeach201406110900
Ohio Street Beach,06/11/2014 09:00:00 AM,15.6,5.99,1.667,0.224,5,11.6,06/11/2014 9:00 AM,OhioStreetBeach201406110900
Calumet Beach,06/11/2014 10:00:00 AM,17.1,2.71,1.439,0.155,4,11.1,06/11/2014 10:00 AM,CalumetBeach201406111000
Montrose Beach,06/11/2014 10:00:00 AM,15.3,17.91,1.578,0.357,4,11.3,06/11/2014 10:00 AM,MontroseBeach201406111000
Ohio Street Beach,06/11/2014 10:00:00 AM,15.6,6.24,1.635,0.23,5,11.6,06/11/2014 10:00 AM,OhioStreetBeach201406111000
Calumet Beach,06/11/2014 11:00:00 AM,17,2.46,1.458,0.157,4,11.1,06/11/2014 11:00 AM,CalumetBeach201406111100
Montrose Beach,06/11/2014 11:00:00 AM,15.3,18.59,1.593,0.348,5,11.2,06/11/2014 11:00 AM,MontroseBeach201406111100
Ohio Street Beach,06/11/2014 11:00:00 AM,15.7,7.43,1.647,0.256,5,11.6,06/11/2014 11:00 AM,OhioStreetBeach201406111100
Calumet Beach,06/11/2014 12:00:00 PM,17.2,2.34,1.444,0.144,5,11.1,06/11/2014 12:00 PM,CalumetBeach201406111200
Montrose Beach,06/11/2014 12:00:00 PM,15.3,19.14,1.612,0.339,5,11.2,06/11/2014 12:00 PM,MontroseBeach201406111200
Ohio Street Beach,06/11/2014 12:00:00 PM,15.7,7.41,1.648,0.225,4,11.6,06/11/2014 12:00 PM,OhioStreetBeach201406111200
Calumet Beach,06/11/2014 01:00:00 PM,17.2,2.27,1.464,0.153,4,11.1,06/11/2014 1:00 PM,CalumetBeach201406111300
Montrose Beach,06/11/2014 01:00:00 PM,15.6,18.05,1.587,0.31,4,11.2,06/11/2014 1:00 PM,MontroseBeach201406111300
Ohio Street Beach,06/11/2014 01:00:00 PM,16,7.01,1.637,0.221,4,11.6,06/11/2014 1:00 PM,OhioStreetBeach201406111300
Calumet Beach,06/11/2014 02:00:00 PM,17.5,2.13,1.412,0.145,4,11.1,06/11/2014 2:00 PM,CalumetBeach201406111400
Montrose Beach,06/11/2014 02:00:00 PM,15.8,18.28,1.57,0.289,4,11.2,06/11/2014 2:00 PM,MontroseBeach201406111400
Ohio Street Beach,06/11/2014 02:00:00 PM,16.3,6.95,1.615,0.186,4,11.6,06/11/2014 2:00 PM,OhioStreetBeach201406111400
Calumet Beach,06/11/2014 03:00:00 PM,17.7,2.13,1.423,0.14,4,11.1,06/11/2014 3:00 PM,CalumetBeach201406111500
Montrose Beach,06/11/2014 03:00:00 PM,16,18.23,1.586,0.283,3,11.2,06/11/2014 3:00 PM,MontroseBeach201406111500
Ohio Street Beach,06/11/2014 03:00:00 PM,16.5,6.88,1.654,0.172,4,11.6,06/11/2014 3:00 PM,OhioStreetBeach201406111500
Calumet Beach,06/11/2014 04:00:00 PM,17.9,2.09,1.379,0.125,4,11.1,06/11/2014 4:00 PM,CalumetBeach201406111600
Montrose Beach,06/11/2014 04:00:00 PM,16,19.3,1.575,0.282,4,11.2,06/11/2014 4:00 PM,MontroseBeach201406111600
Ohio Street Beach,06/11/2014 04:00:00 PM,16.5,6.68,1.606,0.18,4,11.6,06/11/2014 4:00 PM,OhioStreetBeach201406111600
Calumet Beach,06/11/2014 05:00:00 PM,17.8,1.98,1.412,0.122,3,11.1,06/11/2014 5:00 PM,CalumetBeach201406111700
Montrose Beach,06/11/2014 05:00:00 PM,15.8,15.05,1.585,0.275,4,11.2,06/11/2014 5:00 PM,MontroseBeach201406111700
Ohio Street Beach,06/11/2014 05:00:00 PM,16.5,6.27,1.634,0.175,4,11.6,06/11/2014 5:00 PM,OhioStreetBeach201406111700
Calumet Beach,06/11/2014 06:00:00 PM,17.7,1.96,1.399,0.124,4,11.1,06/11/2014 6:00 PM,CalumetBeach201406111800
Montrose Beach,06/11/2014 06:00:00 PM,15.8,14.7,1.544,0.284,4,11.2,06/11/2014 6:00 PM,MontroseBeach201406111800
Ohio Street Beach,06/11/2014 06:00:00 PM,16.7,5.89,1.616,0.185,4,11.6,06/11/2014 6:00 PM,OhioStreetBeach201406111800
Calumet Beach,06/11/2014 07:00:00 PM,17.8,1.99,1.389,0.139,4,10.9,06/11/2014 7:00 PM,CalumetBeach201406111900
Montrose Beach,06/11/2014 07:00:00 PM,15.9,14.92,1.545,0.267,3,11.2,06/11/2014 7:00 PM,MontroseBeach201406111900
Ohio Street Beach,06/11/2014 07:00:00 PM,16.7,5.53,1.6,0.197,5,11.6,06/11/2014 7:00 PM,OhioStreetBeach201406111900
Calumet Beach,06/11/2014 08:00:00 PM,18.2,2.37,1.376,0.141,4,11.1,06/11/2014 8:00 PM,CalumetBeach201406112000
Montrose Beach,06/11/2014 08:00:00 PM,15.9,12.94,1.529,0.25,5,11.2,06/11/2014 8:00 PM,MontroseBeach201406112000
Ohio Street Beach,06/11/2014 08:00:00 PM,16.6,5.78,1.609,0.174,5,11.6,06/11/2014 8:00 PM,OhioStreetBeach201406112000
Calumet Beach,06/11/2014 09:00:00 PM,18.1,2.29,1.404,0.13,5,11.1,06/11/2014 9:00 PM,CalumetBeach201406112100
Montrose Beach,06/11/2014 09:00:00 PM,15.9,13.53,1.578,0.242,4,11.2,06/11/2014 9:00 PM,MontroseBeach201406112100
Ohio Street Beach,06/11/2014 09:00:00 PM,16.2,7.07,1.65,0.176,4,11.6,06/11/2014 9:00 PM,OhioStreetBeach201406112100
Calumet Beach,06/13/2014 03:00:00 AM,17.5,1.43,1.367,0.11,3,11.1,06/13/2014 3:00 AM,CalumetBeach201406130300
63rd Street Beach,06/13/2014 03:00:00 AM,16.3,1.66,1.633,0.209,3,12,06/13/2014 3:00 AM,63rdStreetBeach201406130300
Montrose Beach,06/13/2014 03:00:00 AM,15.2,3.12,1.533,0.172,2,11.2,06/13/2014 3:00 AM,MontroseBeach201406130300
Osterman Beach,06/13/2014 03:00:00 AM,14.8,3.66,1.209,0.129,2,12.3,06/13/2014 3:00 AM,OstermanBeach201406130300
Ohio Street Beach,06/13/2014 03:00:00 AM,17.2,4.43,1.62,0.141,2,11.5,06/13/2014 3:00 AM,OhioStreetBeach201406130300
Rainbow Beach,06/13/2014 03:00:00 AM,16.8,2.52,1.431,0.224,3,11.9,06/13/2014 3:00 AM,RainbowBeach201406130300
63rd Street Beach,09/18/2013 10:00:00 AM,18.9,7.56,1.517,0.14,4,11,09/18/2013 10:00 AM,63rdStreetBeach201309181000
Rainbow Beach,05/21/2014 01:00:00 PM,27.1,0.74,0.104,0.013,10,12.6,05/21/2014 1:00 PM,RainbowBeach201405211300
Osterman Beach,08/31/2013 11:00:00 PM,21.5,3.51,1.538,0.231,4,9.4,08/31/2013 11:00 PM,OstermanBeach201308312300
Calumet Beach,06/13/2014 03:00:00 PM,19.1,1.19,1.451,0.139,2,11,06/13/2014 3:00 PM,CalumetBeach201406131500
63rd Street Beach,06/13/2014 03:00:00 PM,17.7,1.07,1.7,0.153,2,11.9,06/13/2014 3:00 PM,63rdStreetBeach201406131500
Montrose Beach,06/13/2014 03:00:00 PM,17.1,2.43,1.515,0.197,4,11.2,06/13/2014 3:00 PM,MontroseBeach201406131500
Osterman Beach,06/13/2014 03:00:00 PM,16.8,3.03,1.205,0.153,4,12.2,06/13/2014 3:00 PM,OstermanBeach201406131500
Ohio Street Beach,06/13/2014 03:00:00 PM,18.7,3.7,1.592,0.144,3,11.4,06/13/2014 3:00 PM,OhioStreetBeach201406131500
Rainbow Beach,06/13/2014 03:00:00 PM,18.7,2.47,1.487,0.151,3,11.7,06/13/2014 3:00 PM,RainbowBeach201406131500
Calumet Beach,06/11/2014 10:00:00 PM,18.1,2.32,1.397,0.126,4,11.1,06/11/2014 10:00 PM,CalumetBeach201406112200
Montrose Beach,06/11/2014 10:00:00 PM,15.9,14.29,1.555,0.234,4,11.2,06/11/2014 10:00 PM,MontroseBeach201406112200
Ohio Street Beach,06/11/2014 10:00:00 PM,15.9,6.45,1.622,0.177,5,11.5,06/11/2014 10:00 PM,OhioStreetBeach201406112200
Calumet Beach,06/11/2014 11:00:00 PM,17.9,2.03,1.414,0.135,5,11.1,06/11/2014 11:00 PM,CalumetBeach201406112300
Montrose Beach,06/11/2014 11:00:00 PM,15.9,14.3,1.598,0.227,4,11.2,06/11/2014 11:00 PM,MontroseBeach201406112300
Ohio Street Beach,06/11/2014 11:00:00 PM,15.8,6.91,1.668,0.156,4,11.5,06/11/2014 11:00 PM,OhioStreetBeach201406112300
Calumet Beach,06/12/2014 12:00:00 AM,17.9,2.28,1.429,0.12,5,11.1,06/12/2014 12:00 AM,CalumetBeach201406122400
Montrose Beach,06/12/2014 12:00:00 AM,15.8,14.81,1.56,0.214,3,11.2,06/12/2014 12:00 AM,MontroseBeach201406122400
Ohio Street Beach,06/12/2014 12:00:00 AM,15.8,6.76,1.621,0.159,4,11.5,06/12/2014 12:00 AM,OhioStreetBeach201406122400
Calumet Beach,06/12/2014 01:00:00 AM,17.9,2.3,1.407,0.121,5,11.1,06/12/2014 1:00 AM,CalumetBeach201406120100
Montrose Beach,06/12/2014 01:00:00 AM,15.8,14.21,1.626,0.222,4,11.2,06/12/2014 1:00 AM,MontroseBeach201406120100
Ohio Street Beach,06/12/2014 01:00:00 AM,15.8,6.37,1.69,0.159,5,11.5,06/12/2014 1:00 AM,OhioStreetBeach201406120100
Calumet Beach,06/12/2014 08:00:00 AM,17.4,1.84,1.459,0.11,4,11.1,06/12/2014 8:00 AM,CalumetBeach201406120800
Montrose Beach,06/12/2014 08:00:00 AM,15.7,12.1,1.591,0.175,3,11.2,06/12/2014 8:00 AM,MontroseBeach201406120800
Calumet Beach,06/12/2014 09:00:00 AM,17.7,1.66,1.333,0.093,4,11.1,06/12/2014 9:00 AM,CalumetBeach201406120900
Montrose Beach,06/12/2014 09:00:00 AM,15.9,12.85,1.481,0.16,4,11.2,06/12/2014 9:00 AM,MontroseBeach201406120900
Ohio Street Beach,06/12/2014 09:00:00 AM,16.1,5.78,1.549,0.127,4,11.5,06/12/2014 9:00 AM,OhioStreetBeach201406120900
Montrose Beach,06/12/2014 04:00:00 PM,17,8.66,1.512,0.13,4,11.2,06/12/2014 4:00 PM,MontroseBeach201406121600
Osterman Beach,06/12/2014 04:00:00 PM,16.1,7.55,1.2,0.125,4,12.5,06/12/2014 4:00 PM,OstermanBeach201406121600
Calumet Beach,06/12/2014 07:00:00 PM,18.2,1.28,1.279,0.082,4,11.1,06/12/2014 7:00 PM,CalumetBeach201406121900
Calumet Beach,06/12/2014 02:00:00 AM,17.6,1.96,1.4,0.115,4,11.1,06/12/2014 2:00 AM,CalumetBeach201406120200
Montrose Beach,06/12/2014 02:00:00 AM,15.8,13.55,1.554,0.2,4,10.6,06/12/2014 2:00 AM,MontroseBeach201406120200
Ohio Street Beach,06/12/2014 02:00:00 AM,15.7,6.52,1.617,0.148,5,11.5,06/12/2014 2:00 AM,OhioStreetBeach201406120200
Calumet Beach,06/12/2014 03:00:00 AM,17.5,2.03,1.39,0.107,4,11.1,06/12/2014 3:00 AM,CalumetBeach201406120300
Montrose Beach,06/12/2014 03:00:00 AM,15.8,13.55,1.575,0.192,5,11.2,06/12/2014 3:00 AM,MontroseBeach201406120300
Ohio Street Beach,06/12/2014 03:00:00 AM,15.7,6.55,1.63,0.145,4,11.5,06/12/2014 3:00 AM,OhioStreetBeach201406120300
Calumet Beach,06/12/2014 12:00:00 PM,18.6,1.62,1.377,0.093,4,11.1,06/12/2014 12:00 PM,CalumetBeach201406121200
63rd Street Beach,06/12/2014 12:00:00 PM,25.4,3.45,-0.072,0.031,9,12.2,06/12/2014 12:00 PM,63rdStreetBeach201406121200
Montrose Beach,06/12/2014 12:00:00 PM,16.1,9.05,1.569,0.156,4,11.2,06/12/2014 12:00 PM,MontroseBeach201406121200
Ohio Street Beach,06/12/2014 12:00:00 PM,16.6,5.76,1.613,0.131,4,11.5,06/12/2014 12:00 PM,OhioStreetBeach201406121200
Calumet Beach,06/12/2014 11:00:00 PM,18,1.28,1.403,0.082,3,11.1,06/12/2014 11:00 PM,CalumetBeach201406122300
63rd Street Beach,06/12/2014 11:00:00 PM,16.5,1.68,1.627,0.168,3,12,06/12/2014 11:00 PM,63rdStreetBeach201406122300
Montrose Beach,06/12/2014 11:00:00 PM,15.4,3.09,1.565,0.125,9,11.2,06/12/2014 11:00 PM,MontroseBeach201406122300
Osterman Beach,06/12/2014 11:00:00 PM,15,3.39,1.26,0.125,4,12.3,06/12/2014 11:00 PM,OstermanBeach201406122300
Ohio Street Beach,06/12/2014 11:00:00 PM,17.8,4.44,1.619,0.122,2,11.5,06/12/2014 11:00 PM,OhioStreetBeach201406122300
Rainbow Beach,06/12/2014 11:00:00 PM,17.2,2.24,1.414,0.181,3,11.9,06/12/2014 11:00 PM,RainbowBeach201406122300
Calumet Beach,06/12/2014 04:00:00 AM,17.5,1.9,1.356,0.1,5,11.1,06/12/2014 4:00 AM,CalumetBeach201406120400
Montrose Beach,06/12/2014 04:00:00 AM,15.7,13.33,1.487,0.188,4,11.2,06/12/2014 4:00 AM,MontroseBeach201406120400
Ohio Street Beach,06/12/2014 04:00:00 AM,15.7,6.59,1.569,0.128,4,11.5,06/12/2014 4:00 AM,OhioStreetBeach201406120400
Calumet Beach,06/12/2014 05:00:00 AM,17.4,1.9,1.408,0.104,4,11.1,06/12/2014 5:00 AM,CalumetBeach201406120500
Montrose Beach,06/12/2014 05:00:00 AM,15.7,13.31,1.541,0.183,4,11.2,06/12/2014 5:00 AM,MontroseBeach201406120500
Ohio Street Beach,06/12/2014 05:00:00 AM,15.7,6.04,1.597,0.136,4,11.5,06/12/2014 5:00 AM,OhioStreetBeach201406120500
Calumet Beach,06/12/2014 06:00:00 AM,17.4,1.84,1.388,0.101,4,11.1,06/12/2014 6:00 AM,CalumetBeach201406120600
Montrose Beach,06/12/2014 06:00:00 AM,15.7,14.77,1.5,0.181,4,11.2,06/12/2014 6:00 AM,MontroseBeach201406120600
Ohio Street Beach,06/12/2014 06:00:00 AM,15.7,6.05,1.564,0.14,4,11.5,06/12/2014 6:00 AM,OhioStreetBeach201406120600
Calumet Beach,06/12/2014 07:00:00 AM,17.4,1.84,1.38,0.101,4,11.1,06/12/2014 7:00 AM,CalumetBeach201406120700
Montrose Beach,06/12/2014 07:00:00 AM,15.7,11.68,1.532,0.175,4,11.2,06/12/2014 7:00 AM,MontroseBeach201406120700
Ohio Street Beach,06/12/2014 07:00:00 AM,15.7,5.91,1.575,0.132,4,11.5,06/12/2014 7:00 AM,OhioStreetBeach201406120700
Calumet Beach,06/12/2014 09:00:00 PM,18.1,1.28,1.324,0.081,4,11.1,06/12/2014 9:00 PM,CalumetBeach201406122100
63rd Street Beach,06/12/2014 09:00:00 PM,16.6,1.91,1.588,0.152,3,11.7,06/12/2014 9:00 PM,63rdStreetBeach201406122100
Montrose Beach,06/12/2014 09:00:00 PM,15.7,3.41,1.495,0.155,4,11.2,06/12/2014 9:00 PM,MontroseBeach201406122100
Osterman Beach,06/12/2014 09:00:00 PM,15.2,4.95,1.161,0.131,4,12.3,06/12/2014 9:00 PM,OstermanBeach201406122100
Ohio Street Beach,06/12/2014 09:00:00 PM,18.1,4.57,1.544,0.135,4,11.5,06/12/2014 9:00 PM,OhioStreetBeach201406122100
Rainbow Beach,06/12/2014 09:00:00 PM,17.4,2.2,1.365,0.163,3,11.7,06/12/2014 9:00 PM,RainbowBeach201406122100
Calumet Beach,06/13/2014 04:00:00 AM,17.5,1.43,1.341,0.118,3,11.1,06/13/2014 4:00 AM,CalumetBeach201406130400
63rd Street Beach,06/13/2014 04:00:00 AM,16.2,1.74,1.611,0.206,3,12,06/13/2014 4:00 AM,63rdStreetBeach201406130400
Montrose Beach,06/13/2014 04:00:00 AM,15.2,3.02,1.512,0.154,3,11.2,06/13/2014 4:00 AM,MontroseBeach201406130400
Osterman Beach,06/13/2014 04:00:00 AM,14.8,3.61,1.197,0.124,2,12.3,06/13/2014 4:00 AM,OstermanBeach201406130400
Ohio Street Beach,06/12/2014 08:00:00 AM,15.8,5.55,1.624,0.13,4,11.5,06/12/2014 8:00 AM,OhioStreetBeach201406120800
Calumet Beach,06/12/2014 10:00:00 AM,18.4,1.84,1.385,0.088,5,11.1,06/12/2014 10:00 AM,CalumetBeach201406121000
Montrose Beach,06/12/2014 10:00:00 AM,16.1,12.97,1.571,0.165,4,11.2,06/12/2014 10:00 AM,MontroseBeach201406121000
Ohio Street Beach,06/12/2014 10:00:00 AM,16.3,5.92,1.651,0.122,4,11.5,06/12/2014 10:00 AM,OhioStreetBeach201406121000
Calumet Beach,06/12/2014 11:00:00 AM,18.5,1.88,1.362,0.089,4,11.1,06/12/2014 11:00 AM,CalumetBeach201406121100
Montrose Beach,06/12/2014 11:00:00 AM,16.2,11.58,1.47,0.177,3,11.2,06/12/2014 11:00 AM,MontroseBeach201406121100
Ohio Street Beach,06/12/2014 11:00:00 AM,16.5,5.92,1.546,0.118,4,11.5,06/12/2014 11:00 AM,OhioStreetBeach201406121100
Calumet Beach,06/12/2014 01:00:00 PM,18.4,1.6,1.373,0.109,4,11.1,06/12/2014 1:00 PM,CalumetBeach201406121300
63rd Street Beach,06/12/2014 01:00:00 PM,18.1,3.31,1.818,0.339,10,12.2,06/12/2014 1:00 PM,63rdStreetBeach201406121300
Montrose Beach,06/12/2014 01:00:00 PM,16.4,7.94,1.53,0.14,4,11.2,06/12/2014 1:00 PM,MontroseBeach201406121300
Ohio Street Beach,06/12/2014 01:00:00 PM,17,5.4,1.576,0.134,4,11.5,06/12/2014 1:00 PM,OhioStreetBeach201406121300
Calumet Beach,06/12/2014 02:00:00 PM,18.3,1.56,1.357,0.09,4,11.1,06/12/2014 2:00 PM,CalumetBeach201406121400
63rd Street Beach,06/12/2014 02:00:00 PM,17.5,2.93,1.545,0.136,4,12.2,06/12/2014 2:00 PM,63rdStreetBeach201406121400
Montrose Beach,06/12/2014 02:00:00 PM,16.5,7.26,1.573,0.131,4,11.1,06/12/2014 2:00 PM,MontroseBeach201406121400
Ohio Street Beach,06/12/2014 02:00:00 PM,17,5.08,1.603,0.123,4,11.5,06/12/2014 2:00 PM,OhioStreetBeach201406121400
Rainbow Beach,06/12/2014 02:00:00 PM,17.8,3.45,1.354,0.153,4,12.3,06/12/2014 2:00 PM,RainbowBeach201406121400
Calumet Beach,06/12/2014 03:00:00 PM,18.1,1.49,1.413,0.088,4,11.1,06/12/2014 3:00 PM,CalumetBeach201406121500
63rd Street Beach,06/12/2014 03:00:00 PM,17.3,2.22,1.595,0.143,4,12.1,06/12/2014 3:00 PM,63rdStreetBeach201406121500
Montrose Beach,06/12/2014 03:00:00 PM,16.7,8.73,1.533,0.145,4,11.2,06/12/2014 3:00 PM,MontroseBeach201406121500
Osterman Beach,06/12/2014 03:00:00 PM,20.5,0,-0.082,0.055,2,12.7,06/12/2014 3:00 PM,OstermanBeach201406121500
Ohio Street Beach,06/12/2014 03:00:00 PM,17.6,5.06,1.601,0.119,3,11.5,06/12/2014 3:00 PM,OhioStreetBeach201406121500
Rainbow Beach,06/12/2014 03:00:00 PM,17.7,3.07,1.402,0.142,4,12.2,06/12/2014 3:00 PM,RainbowBeach201406121500
Calumet Beach,06/12/2014 04:00:00 PM,18.2,1.38,1.309,0.106,3,11.1,06/12/2014 4:00 PM,CalumetBeach201406121600
63rd Street Beach,06/12/2014 04:00:00 PM,17.4,2.14,1.511,0.133,4,12,06/12/2014 4:00 PM,63rdStreetBeach201406121600
Ohio Street Beach,06/12/2014 04:00:00 PM,17.8,5.13,1.57,0.115,4,11.5,06/12/2014 4:00 PM,OhioStreetBeach201406121600
Rainbow Beach,06/12/2014 04:00:00 PM,17.8,2.8,1.302,0.13,4,12,06/12/2014 4:00 PM,RainbowBeach201406121600
Calumet Beach,06/12/2014 05:00:00 PM,18.2,1.38,1.375,0.089,4,11.1,06/12/2014 5:00 PM,CalumetBeach201406121700
63rd Street Beach,06/12/2014 05:00:00 PM,17.3,1.92,1.574,0.12,4,12,06/12/2014 5:00 PM,63rdStreetBeach201406121700
Montrose Beach,06/12/2014 05:00:00 PM,16.7,6.53,1.498,0.131,4,11.2,06/12/2014 5:00 PM,MontroseBeach201406121700
Osterman Beach,06/12/2014 05:00:00 PM,16.1,7.54,1.172,0.121,4,12.4,06/12/2014 5:00 PM,OstermanBeach201406121700
Ohio Street Beach,06/12/2014 05:00:00 PM,18.3,4.8,1.579,0.122,4,11.5,06/12/2014 5:00 PM,OhioStreetBeach201406121700
Rainbow Beach,06/12/2014 05:00:00 PM,17.8,2.65,1.363,0.135,4,12,06/12/2014 5:00 PM,RainbowBeach201406121700
Calumet Beach,06/12/2014 06:00:00 PM,18.2,1.32,1.338,0.086,4,11.1,06/12/2014 6:00 PM,CalumetBeach201406121800
63rd Street Beach,06/12/2014 06:00:00 PM,17,1.92,1.622,0.112,4,11.9,06/12/2014 6:00 PM,63rdStreetBeach201406121800
Montrose Beach,06/12/2014 06:00:00 PM,16.6,6.27,1.475,0.146,4,11.2,06/12/2014 6:00 PM,MontroseBeach201406121800
Osterman Beach,06/12/2014 06:00:00 PM,15.9,6.86,1.136,0.115,7,12.3,06/12/2014 6:00 PM,OstermanBeach201406121800
Ohio Street Beach,06/12/2014 06:00:00 PM,18.3,4.62,1.557,0.125,4,11.5,06/12/2014 6:00 PM,OhioStreetBeach201406121800
Rainbow Beach,06/12/2014 06:00:00 PM,17.7,2.6,1.413,0.126,4,11.9,06/12/2014 6:00 PM,RainbowBeach201406121800
Calumet Beach,06/13/2014 12:00:00 AM,17.9,1.26,1.444,0.095,3,11.1,06/13/2014 12:00 AM,CalumetBeach201406132400
63rd Street Beach,06/13/2014 12:00:00 AM,16.4,1.75,1.695,0.17,3,12,06/13/2014 12:00 AM,63rdStreetBeach201406132400
Montrose Beach,06/13/2014 12:00:00 AM,15.5,3.39,1.57,0.146,3,11.2,06/13/2014 12:00 AM,MontroseBeach201406132400
Osterman Beach,06/13/2014 12:00:00 AM,14.9,3.48,1.253,0.121,4,12.3,06/13/2014 12:00 AM,OstermanBeach201406132400
Ohio Street Beach,06/13/2014 12:00:00 AM,17.6,4.45,1.623,0.116,3,11.5,06/13/2014 12:00 AM,OhioStreetBeach201406132400
Rainbow Beach,06/13/2014 12:00:00 AM,17.1,2.3,1.469,0.202,3,11.9,06/13/2014 12:00 AM,RainbowBeach201406132400
63rd Street Beach,06/12/2014 07:00:00 PM,16.9,1.71,1.534,0.124,3,11.8,06/12/2014 7:00 PM,63rdStreetBeach201406121900
Montrose Beach,06/12/2014 07:00:00 PM,16.1,4.74,1.459,0.139,6,11.2,06/12/2014 7:00 PM,MontroseBeach201406121900
Osterman Beach,06/12/2014 07:00:00 PM,15.7,6.06,1.121,0.118,4,12.3,06/12/2014 7:00 PM,OstermanBeach201406121900
Ohio Street Beach,06/12/2014 07:00:00 PM,18.3,4.64,1.502,0.165,3,11.5,06/12/2014 7:00 PM,OhioStreetBeach201406121900
Rainbow Beach,06/12/2014 07:00:00 PM,17.6,2.44,1.342,0.145,4,11.8,06/12/2014 7:00 PM,RainbowBeach201406121900
Calumet Beach,06/12/2014 08:00:00 PM,18.1,1.24,1.285,0.086,6,11.1,06/12/2014 8:00 PM,CalumetBeach201406122000
63rd Street Beach,06/12/2014 08:00:00 PM,16.7,1.65,1.562,0.142,4,11.8,06/12/2014 8:00 PM,63rdStreetBeach201406122000
Montrose Beach,06/12/2014 08:00:00 PM,15.8,3.88,1.52,0.168,4,11.2,06/12/2014 8:00 PM,MontroseBeach201406122000
Osterman Beach,06/12/2014 08:00:00 PM,15.3,5.07,1.196,0.126,3,12.2,06/12/2014 8:00 PM,OstermanBeach201406122000
Ohio Street Beach,06/12/2014 08:00:00 PM,18.3,4.6,1.569,0.126,4,11.5,06/12/2014 8:00 PM,OhioStreetBeach201406122000
Rainbow Beach,06/12/2014 08:00:00 PM,17.5,2.31,1.361,0.139,4,11.8,06/12/2014 8:00 PM,RainbowBeach201406122000
Calumet Beach,06/12/2014 10:00:00 PM,18,1.34,1.418,0.082,4,11.1,06/12/2014 10:00 PM,CalumetBeach201406122200
63rd Street Beach,06/12/2014 10:00:00 PM,16.5,1.6,1.612,0.172,3,11.9,06/12/2014 10:00 PM,63rdStreetBeach201406122200
Montrose Beach,06/12/2014 10:00:00 PM,15.5,3.23,1.537,0.136,4,11.2,06/12/2014 10:00 PM,MontroseBeach201406122200
Osterman Beach,06/12/2014 10:00:00 PM,15.2,4.26,1.218,0.118,10,12.3,06/12/2014 10:00 PM,OstermanBeach201406122200
Ohio Street Beach,06/12/2014 10:00:00 PM,18,4.47,1.585,0.141,2,11.5,06/12/2014 10:00 PM,OhioStreetBeach201406122200
Rainbow Beach,06/12/2014 10:00:00 PM,17.2,2.27,1.43,0.189,3,11.9,06/12/2014 10:00 PM,RainbowBeach201406122200
Calumet Beach,06/13/2014 05:00:00 AM,17.4,1.43,1.344,0.113,3,11.1,06/13/2014 5:00 AM,CalumetBeach201406130500
63rd Street Beach,06/13/2014 05:00:00 AM,16.1,1.7,1.586,0.19,3,12,06/13/2014 5:00 AM,63rdStreetBeach201406130500
Montrose Beach,06/13/2014 05:00:00 AM,15.1,3.03,1.524,0.152,3,11.2,06/13/2014 5:00 AM,MontroseBeach201406130500
Osterman Beach,06/13/2014 05:00:00 AM,14.7,3.4,1.202,0.125,3,12.3,06/13/2014 5:00 AM,OstermanBeach201406130500
Ohio Street Beach,06/13/2014 05:00:00 AM,17,4.46,1.583,0.104,3,11.5,06/13/2014 5:00 AM,OhioStreetBeach201406130500
Rainbow Beach,06/13/2014 05:00:00 AM,16.5,2.52,1.343,0.207,3,11.9,06/13/2014 5:00 AM,RainbowBeach201406130500
